id n pop length mu rec
locus304 24 2 74 1.02966942937669e-09 0
locus305 56 1 159 3.81695300948816e-10 0
locus305 20 2 159 3.81695300948816e-10 0
locus306 90 1 94 9.84647709877441e-10 0
locus306 20 2 94 9.84647709877441e-10 0
locus307 66 1 216 4.86237929775443e-10 0
locus307 16 2 216 4.86237929775443e-10 0
locus308 76 1 131 1.54629972912019e-09 0
locus308 24 2 131 1.54629972912019e-09 0
locus309 86 1 130 9.59927841644042e-10 0
locus309 16 2 130 9.59927841644042e-10 0
locus310 100 1 109 2.19291804881524e-09 0
locus310 22 2 109 2.19291804881524e-09 0
locus311 68 1 96 1.5508395670281e-09 0
locus311 16 2 96 1.5508395670281e-09 0
locus312 56 1 183 1.17567086431176e-09 0
locus312 20 2 183 1.17567086431176e-09 0
locus313 72 1 93 4.82697818520312e-10 0
locus313 20 2 93 4.82697818520312e-10 0
locus314 48 1 56 5.27923825576498e-10 0
locus314 12 2 56 5.27923825576498e-10 0
locus315 66 1 288 1.76680796683806e-10 0
locus315 10 2 288 1.76680796683806e-10 0
locus316 70 1 125 1.72911404766778e-09 0
locus316 26 2 125 1.72911404766778e-09 0
locus317 102 1 104 8.13735782647957e-10 0
locus317 30 2 104 8.13735782647957e-10 0
locus318 78 1 95 4.61898627258453e-10 0
locus318 30 2 95 4.61898627258453e-10 0
locus319 66 1 110 3.66217293685068e-10 0
locus319 24 2 110 3.66217293685068e-10 0
locus320 96 1 125 1.98963332684759e-09 0
locus320 22 2 125 1.98963332684759e-09 0
locus321 86 1 89 8.72875464897156e-10 0
locus321 24 2 89 8.72875464897156e-10 0
locus322 86 1 164 1.42030343577584e-09 0
locus322 22 2 164 1.42030343577584e-09 0
locus323 78 1 120 5.42162824069357e-10 0
locus323 14 2 120 5.42162824069357e-10 0
locus324 32 1 215 1.4845371969005e-09 0
locus324 14 2 215 1.4845371969005e-09 0
locus325 60 1 73 1.66184563106359e-09 0
locus325 16 2 73 1.66184563106359e-09 0
locus326 38 1 194 2.04615092194298e-09 0
locus326 8 2 194 2.04615092194298e-09 0
locus327 88 1 146 4.72334419426943e-10 0
locus327 26 2 146 4.72334419426943e-10 0
locus328 72 1 107 8.63024567987896e-10 0
locus328 24 2 107 8.63024567987896e-10 0
locus329 100 1 172 1.46090093264401e-09 0
locus329 20 2 172 1.46090093264401e-09 0
locus330 86 1 121 7.36687984461437e-10 0
locus330 28 2 121 7.36687984461437e-10 0
locus331 28 1 196 2.18654278090473e-10 0
locus331 12 2 196 2.18654278090473e-10 0
locus332 86 1 100 2.85225563506084e-10 0
locus332 20 2 100 2.85225563506084e-10 0
locus333 82 1 81 4.3323793782454e-10 0
locus333 22 2 81 4.3323793782454e-10 0
locus334 52 1 204 1.31473891592919e-09 0
locus334 20 2 204 1.31473891592919e-09 0
locus335 78 1 87 1.55417835917602e-09 0
locus335 26 2 87 1.55417835917602e-09 0
locus336 76 1 108 1.22804057926503e-09 0
locus336 18 2 108 1.22804057926503e-09 0
locus337 92 1 109 7.24468975195102e-10 0
locus337 26 2 109 7.24468975195102e-10 0
locus338 86 1 134 1.23395149001761e-09 0
locus338 28 2 134 1.23395149001761e-09 0
locus339 64 1 213 1.26086796218455e-09 0
locus339 26 2 213 1.26086796218455e-09 0
locus340 100 1 121 1.83406486899941e-11 0
locus340 14 2 121 1.83406486899941e-11 0
locus341 98 1 81 8.99625214389453e-10 0
locus341 22 2 81 8.99625214389453e-10 0
locus342 98 1 137 1.84211980129579e-10 0
locus342 22 2 137 1.84211980129579e-10 0
locus343 76 1 92 2.11432398293276e-09 0
locus343 16 2 92 2.11432398293276e-09 0
locus344 80 1 119 1.75104663756847e-09 0
locus344 22 2 119 1.75104663756847e-09 0
locus345 64 1 212 4.88201664826338e-10 0
locus345 18 2 212 4.88201664826338e-10 0
locus346 100 1 140 1.34830694690482e-09 0
locus346 20 2 140 1.34830694690482e-09 0
locus347 76 1 111 1.06941820250094e-09 0
locus347 34 2 111 1.06941820250094e-09 0
locus348 64 1 75 6.00535342115173e-10 0
locus348 22 2 75 6.00535342115173e-10 0
locus349 88 1 95 1.89669315889627e-09 0
locus349 24 2 95 1.89669315889627e-09 0
locus350 58 1 154 1.05023798160152e-09 0
locus350 16 2 154 1.05023798160152e-09 0
locus351 72 1 143 1.32882529155094e-09 0
locus351 22 2 143 1.32882529155094e-09 0
locus352 90 1 185 8.16294165463437e-10 0
locus352 32 2 185 8.16294165463437e-10 0
locus353 72 1 103 1.50955205404175e-09 0
locus353 24 2 103 1.50955205404175e-09 0
locus354 88 1 324 9.7692753401776e-10 0
locus354 22 2 324 9.7692753401776e-10 0
locus355 98 1 122 2.15880616996166e-09 0
locus355 24 2 122 2.15880616996166e-09 0
locus356 78 1 168 1.07361181087197e-09 0
locus356 16 2 168 1.07361181087197e-09 0
locus357 88 1 110 6.11817123481258e-10 0
locus357 24 2 110 6.11817123481258e-10 0
locus358 60 1 94 7.04049491851565e-10 0
locus358 22 2 94 7.04049491851565e-10 0
locus359 80 1 116 5.10680861034274e-10 0
locus359 18 2 116 5.10680861034274e-10 0
locus360 98 1 108 3.71082027868991e-10 0
locus360 24 2 108 3.71082027868991e-10 0
locus361 76 1 118 1.35552646915871e-09 0
locus361 20 2 118 1.35552646915871e-09 0
locus362 52 1 36 1.50153594875573e-11 0
locus362 26 2 36 1.50153594875573e-11 0
locus363 66 1 88 1.21123107367448e-09 0
locus363 20 2 88 1.21123107367448e-09 0
locus364 54 1 59 6.57191830056112e-10 0
locus364 16 2 59 6.57191830056112e-10 0
locus365 84 1 111 9.05053807896094e-10 0
locus365 36 2 111 9.05053807896094e-10 0
locus366 70 1 256 2.93966391817586e-10 0
locus366 18 2 256 2.93966391817586e-10 0
locus367 66 1 145 1.48525414610672e-09 0
locus367 30 2 145 1.48525414610672e-09 0
locus368 90 1 88 1.70064605841888e-09 0
locus368 24 2 88 1.70064605841888e-09 0
locus369 88 1 114 2.37582416043189e-11 0
locus369 30 2 114 2.37582416043189e-11 0
locus370 58 1 60 2.95646356839484e-10 0
locus370 28 2 60 2.95646356839484e-10 0
locus371 90 1 104 1.21794097868727e-09 0
locus371 24 2 104 1.21794097868727e-09 0
locus372 74 1 102 4.22728504090242e-10 0
locus372 20 2 102 4.22728504090242e-10 0
locus373 66 1 103 3.49010195768029e-10 0
locus373 26 2 103 3.49010195768029e-10 0
locus374 82 1 84 8.72889467315773e-10 0
locus374 28 2 84 8.72889467315773e-10 0
locus375 88 1 97 2.14874135932325e-10 0
locus375 24 2 97 2.14874135932325e-10 0
locus376 92 1 98 4.64029765196975e-10 0
locus376 22 2 98 4.64029765196975e-10 0
locus377 70 1 96 2.19962565823065e-09 0
locus377 24 2 96 2.19962565823065e-09 0
locus378 72 1 63 1.44588628128094e-09 0
locus378 28 2 63 1.44588628128094e-09 0
locus379 74 1 91 2.25222987542251e-10 0
locus379 26 2 91 2.25222987542251e-10 0
locus380 92 1 89 9.74421779616776e-10 0
locus380 24 2 89 9.74421779616776e-10 0
locus381 94 1 153 1.45463799674259e-09 0
locus381 22 2 153 1.45463799674259e-09 0
locus382 58 1 166 2.11408194680713e-10 0
locus382 14 2 166 2.11408194680713e-10 0
locus383 68 1 142 7.21159244487676e-10 0
locus383 26 2 142 7.21159244487676e-10 0
locus384 72 1 68 1.23133476561295e-09 0
locus384 30 2 68 1.23133476561295e-09 0
locus385 82 1 100 3.71300573360834e-10 0
locus385 20 2 100 3.71300573360834e-10 0
locus386 66 1 92 3.29019890999757e-09 0
locus386 14 2 92 3.29019890999757e-09 0
locus387 80 1 131 8.97792418301234e-10 0
locus387 14 2 131 8.97792418301234e-10 0
locus388 84 1 103 1.02800611969603e-09 0
locus388 34 2 103 1.02800611969603e-09 0
locus389 82 1 126 1.24992374615529e-09 0
locus389 24 2 126 1.24992374615529e-09 0
locus390 78 1 89 9.44731821014525e-10 0
locus390 26 2 89 9.44731821014525e-10 0
locus391 86 1 143 8.77351909917423e-10 0
locus391 30 2 143 8.77351909917423e-10 0
locus392 90 1 94 3.55144791299397e-10 0
locus392 24 2 94 3.55144791299397e-10 0
locus393 76 1 88 9.38569050229652e-10 0
locus393 34 2 88 9.38569050229652e-10 0
locus394 48 1 67 1.89889236410927e-09 0
locus394 10 2 67 1.89889236410927e-09 0
locus395 72 1 147 3.63739710025444e-11 0
locus395 28 2 147 3.63739710025444e-11 0
locus396 86 1 85 8.82404081759446e-10 0
locus396 30 2 85 8.82404081759446e-10 0
locus397 82 1 114 3.29521108615195e-10 0
locus397 18 2 114 3.29521108615195e-10 0
locus398 36 1 56 5.95223808945897e-10 0
locus398 16 2 56 5.95223808945897e-10 0
locus399 84 1 168 9.87300788617e-10 0
locus399 28 2 168 9.87300788617e-10 0
locus400 80 1 93 1.31033910742903e-09 0
locus400 14 2 93 1.31033910742903e-09 0
locus401 86 1 109 2.15221627712602e-10 0
locus401 22 2 109 2.15221627712602e-10 0
locus402 66 1 205 1.05144322453046e-09 0
locus402 16 2 205 1.05144322453046e-09 0
locus403 70 1 97 6.4023500819207e-10 0
locus403 22 2 97 6.4023500819207e-10 0
locus404 96 1 87 2.16094885013035e-09 0
locus404 24 2 87 2.16094885013035e-09 0
locus405 92 1 91 2.07193212514703e-09 0
locus405 32 2 91 2.07193212514703e-09 0
locus406 78 1 122 4.2528042574933e-10 0
locus406 18 2 122 4.2528042574933e-10 0
locus407 88 1 91 6.21073175293517e-10 0
locus407 28 2 91 6.21073175293517e-10 0
locus408 54 1 97 1.6334600996686e-09 0
locus408 10 2 97 1.6334600996686e-09 0
locus409 20 1 89 3.14212074777817e-10 0
locus409 36 2 89 3.14212074777817e-10 0
locus410 68 1 83 9.10001293627236e-10 0
locus410 16 2 83 9.10001293627236e-10 0
locus411 86 1 86 6.55731576223469e-10 0
locus411 20 2 86 6.55731576223469e-10 0
locus412 84 1 173 1.63017248176761e-09 0
locus412 26 2 173 1.63017248176761e-09 0
locus413 74 1 96 1.58515641851915e-09 0
locus413 12 2 96 1.58515641851915e-09 0
locus414 102 1 172 1.17021498009709e-10 0
locus414 28 2 172 1.17021498009709e-10 0
locus415 88 1 159 4.50644445223875e-11 0
locus415 26 2 159 4.50644445223875e-11 0
locus416 92 1 169 4.46517510743872e-10 0
locus416 28 2 169 4.46517510743872e-10 0
locus417 82 1 109 5.3347609067732e-10 0
locus417 24 2 109 5.3347609067732e-10 0
locus418 92 1 95 1.30057609747577e-09 0
locus418 24 2 95 1.30057609747577e-09 0
locus419 46 1 39 1.33594617477046e-09 0
locus419 22 2 39 1.33594617477046e-09 0
locus420 94 1 123 1.11825049216046e-09 0
locus420 18 2 123 1.11825049216046e-09 0
locus421 94 1 208 2.00672523987754e-09 0
locus421 32 2 208 2.00672523987754e-09 0
locus422 92 1 134 4.13963534513493e-10 0
locus422 30 2 134 4.13963534513493e-10 0
locus423 46 1 52 1.47224244392936e-09 0
locus423 14 2 52 1.47224244392936e-09 0
locus424 48 1 42 2.61585485648746e-10 0
locus424 26 2 42 2.61585485648746e-10 0
locus425 84 1 118 4.92804204270854e-10 0
locus425 24 2 118 4.92804204270854e-10 0
locus426 78 1 146 1.67550621789507e-09 0
locus426 22 2 146 1.67550621789507e-09 0
locus427 48 1 25 8.20144199611085e-10 0
locus427 16 2 25 8.20144199611085e-10 0
locus428 98 1 109 7.37260132009161e-10 0
locus428 24 2 109 7.37260132009161e-10 0
locus429 80 1 91 1.8760721978473e-09 0
locus429 16 2 91 1.8760721978473e-09 0
locus430 82 1 99 1.77677822572316e-09 0
locus430 16 2 99 1.77677822572316e-09 0
locus431 106 1 111 1.07616791369545e-09 0
locus431 26 2 111 1.07616791369545e-09 0
locus432 90 1 113 1.56255368029723e-09 0
locus432 20 2 113 1.56255368029723e-09 0
locus433 78 1 95 9.02004151152135e-10 0
locus433 30 2 95 9.02004151152135e-10 0
locus434 86 1 96 2.20789903973426e-09 0
locus434 20 2 96 2.20789903973426e-09 0
locus435 84 1 131 2.36991313763479e-09 0
locus435 16 2 131 2.36991313763479e-09 0
locus436 64 1 34 6.73439248881996e-10 0
locus436 18 2 34 6.73439248881996e-10 0
locus437 94 1 90 6.42237163110012e-10 0
locus437 20 2 90 6.42237163110012e-10 0
locus438 74 1 125 1.77347542320125e-09 0
locus438 32 2 125 1.77347542320125e-09 0
locus439 80 1 106 1.08873388614336e-09 0
locus439 28 2 106 1.08873388614336e-09 0
locus440 56 1 107 1.5672661754544e-10 0
locus440 28 2 107 1.5672661754544e-10 0
locus441 86 1 81 2.95894948230885e-11 0
locus441 28 2 81 2.95894948230885e-11 0
locus442 56 1 83 1.1222790612403e-09 0
locus442 20 2 83 1.1222790612403e-09 0
locus443 90 1 139 1.03473484085117e-09 0
locus443 28 2 139 1.03473484085117e-09 0
locus444 88 1 210 9.0563532481798e-10 0
locus444 8 2 210 9.0563532481798e-10 0
locus445 84 1 85 2.22615470276738e-09 0
locus445 16 2 85 2.22615470276738e-09 0
locus446 104 1 220 1.3440024186384e-09 0
locus446 32 2 220 1.3440024186384e-09 0
locus447 70 1 100 1.29539702163748e-10 0
locus447 20 2 100 1.29539702163748e-10 0
locus448 76 1 131 2.49758603338664e-09 0
locus448 18 2 131 2.49758603338664e-09 0
locus449 72 1 123 1.49341221281922e-09 0
locus449 22 2 123 1.49341221281922e-09 0
locus450 72 1 95 1.4853997644066e-09 0
locus450 22 2 95 1.4853997644066e-09 0
locus451 72 1 102 1.75644795523835e-10 0
locus451 16 2 102 1.75644795523835e-10 0
locus452 100 1 96 1.29354822539753e-09 0
locus452 28 2 96 1.29354822539753e-09 0
locus453 96 1 155 9.470927894267e-10 0
locus453 30 2 155 9.470927894267e-10 0
locus454 80 1 105 2.07640025888715e-09 0
locus454 24 2 105 2.07640025888715e-09 0
locus455 80 1 138 1.51132096125157e-09 0
locus455 22 2 138 1.51132096125157e-09 0
locus456 96 1 92 6.02252695394495e-11 0
locus456 24 2 92 6.02252695394495e-11 0
locus457 70 1 99 1.26560646610752e-09 0
locus457 22 2 99 1.26560646610752e-09 0
locus458 100 1 100 2.53786206683887e-10 0
locus458 26 2 100 2.53786206683887e-10 0
locus459 92 1 120 2.56770278108413e-10 0
locus459 22 2 120 2.56770278108413e-10 0
locus460 96 1 87 5.14410244032883e-10 0
locus460 20 2 87 5.14410244032883e-10 0
locus461 88 1 103 2.65956837963226e-09 0
locus461 20 2 103 2.65956837963226e-09 0
locus462 74 1 74 1.91665253559581e-09 0
locus462 24 2 74 1.91665253559581e-09 0
locus463 92 1 103 2.32387250746418e-09 0
locus463 24 2 103 2.32387250746418e-09 0
locus464 92 1 118 1.22675066378892e-09 0
locus464 28 2 118 1.22675066378892e-09 0
locus465 96 1 102 6.24903689191415e-10 0
locus465 28 2 102 6.24903689191415e-10 0
locus466 70 1 98 6.04973635234675e-10 0
locus466 22 2 98 6.04973635234675e-10 0
locus467 98 1 146 1.82283534489876e-10 0
locus467 36 2 146 1.82283534489876e-10 0
locus468 92 1 166 5.96440691680523e-10 0
locus468 22 2 166 5.96440691680523e-10 0
locus469 64 1 93 5.33735701515004e-10 0
locus469 30 2 93 5.33735701515004e-10 0
locus470 100 1 83 8.05123572162693e-10 0
locus470 26 2 83 8.05123572162693e-10 0
locus471 80 1 113 1.03728946459409e-09 0
locus471 24 2 113 1.03728946459409e-09 0
locus472 70 1 47 2.11858873197483e-09 0
locus472 24 2 47 2.11858873197483e-09 0
locus473 86 1 161 9.07427391140455e-10 0
locus473 16 2 161 9.07427391140455e-10 0
locus474 42 1 9 1.40944347678778e-09 0
locus474 14 2 9 1.40944347678778e-09 0
locus475 80 1 96 1.73774924763619e-09 0
locus475 22 2 96 1.73774924763619e-09 0
locus476 86 1 121 1.12925082194465e-09 0
locus476 24 2 121 1.12925082194465e-09 0
locus477 56 1 89 9.06245313006421e-10 0
locus477 20 2 89 9.06245313006421e-10 0
locus478 30 1 159 1.11810039762412e-09 0
locus478 12 2 159 1.11810039762412e-09 0
locus479 98 1 128 5.1562207604956e-10 0
locus479 20 2 128 5.1562207604956e-10 0
locus480 80 1 107 4.13148573344447e-10 0
locus480 32 2 107 4.13148573344447e-10 0
locus481 70 1 114 1.85562323267856e-09 0
locus481 30 2 114 1.85562323267856e-09 0
locus482 84 1 143 4.08699031842103e-10 0
locus482 28 2 143 4.08699031842103e-10 0
locus483 100 1 85 2.17694868746724e-09 0
locus483 22 2 85 2.17694868746724e-09 0
locus484 64 1 82 2.06866874970627e-10 0
locus484 36 2 82 2.06866874970627e-10 0
locus485 84 1 127 1.1722041073514e-09 0
locus485 20 2 127 1.1722041073514e-09 0
locus486 84 1 100 1.69245907700795e-09 0
locus486 14 2 100 1.69245907700795e-09 0
locus487 76 1 112 1.29424325059275e-09 0
locus487 16 2 112 1.29424325059275e-09 0
locus488 70 1 185 2.11530214699167e-09 0
locus488 22 2 185 2.11530214699167e-09 0
locus489 78 1 105 1.27169672623748e-09 0
locus489 22 2 105 1.27169672623748e-09 0
locus490 74 1 82 1.89935021647873e-09 0
locus490 26 2 82 1.89935021647873e-09 0
locus491 70 1 133 1.37025789020173e-09 0
locus491 24 2 133 1.37025789020173e-09 0
locus492 96 1 128 6.70936649494173e-10 0
locus492 30 2 128 6.70936649494173e-10 0
locus493 66 1 152 2.92595853405883e-10 0
locus493 12 2 152 2.92595853405883e-10 0
locus494 86 1 176 6.66576492683062e-10 0
locus494 26 2 176 6.66576492683062e-10 0
locus495 80 1 97 1.20187886148372e-09 0
locus495 22 2 97 1.20187886148372e-09 0
locus496 68 1 77 1.16170679260063e-11 0
locus496 26 2 77 1.16170679260063e-11 0
locus497 86 1 98 6.17420609762919e-10 0
locus497 30 2 98 6.17420609762919e-10 0
locus498 82 1 207 2.39384044003974e-09 0
locus498 20 2 207 2.39384044003974e-09 0
locus499 78 1 103 3.35391872056952e-10 0
locus499 18 2 103 3.35391872056952e-10 0
locus500 96 1 130 7.86117938796614e-10 0
locus500 20 2 130 7.86117938796614e-10 0
locus501 86 1 99 6.34547075141812e-10 0
locus501 20 2 99 6.34547075141812e-10 0
locus502 72 1 80 1.11725516269276e-09 0
locus502 28 2 80 1.11725516269276e-09 0
locus503 90 1 73 3.97098753762783e-10 0
locus503 24 2 73 3.97098753762783e-10 0
locus504 92 1 159 6.15068777046888e-10 0
locus504 24 2 159 6.15068777046888e-10 0
locus505 102 1 118 7.98061201838246e-10 0
locus505 16 2 118 7.98061201838246e-10 0
locus506 56 1 71 6.95960947979173e-10 0
locus506 18 2 71 6.95960947979173e-10 0
locus507 100 1 99 1.25973846570563e-09 0
locus507 26 2 99 1.25973846570563e-09 0
locus508 90 1 110 6.65573435189308e-10 0
locus508 22 2 110 6.65573435189308e-10 0
locus509 44 1 82 1.726242746886e-09 0
locus509 12 2 82 1.726242746886e-09 0
locus510 68 1 91 7.05933828572149e-10 0
locus510 22 2 91 7.05933828572149e-10 0
locus511 62 1 176 1.74074161083501e-09 0
locus511 6 2 176 1.74074161083501e-09 0
locus512 80 1 100 1.61905818476787e-09 0
locus512 22 2 100 1.61905818476787e-09 0
locus513 86 1 167 1.02882497324419e-09 0
locus513 26 2 167 1.02882497324419e-09 0
locus514 78 1 97 1.18025155303461e-09 0
locus514 26 2 97 1.18025155303461e-09 0
locus515 60 1 184 8.67178587186887e-10 0
locus515 14 2 184 8.67178587186887e-10 0
locus516 62 1 94 9.36635820225903e-10 0
locus516 16 2 94 9.36635820225903e-10 0
locus517 84 1 119 8.98898303449276e-10 0
locus517 36 2 119 8.98898303449276e-10 0
locus518 96 1 114 3.08653173204756e-10 0
locus518 26 2 114 3.08653173204756e-10 0
locus519 86 1 127 1.39251294411173e-09 0
locus519 28 2 127 1.39251294411173e-09 0
locus520 92 1 103 9.62004876225327e-10 0
locus520 32 2 103 9.62004876225327e-10 0
locus521 72 1 174 2.07838024510065e-09 0
locus521 20 2 174 2.07838024510065e-09 0
locus522 72 1 91 1.73476727800426e-09 0
locus522 20 2 91 1.73476727800426e-09 0
locus523 94 1 116 6.21498547832389e-10 0
locus523 26 2 116 6.21498547832389e-10 0
locus524 44 1 251 7.20706491015361e-10 0
locus524 10 2 251 7.20706491015361e-10 0
locus525 74 1 103 1.21300317714114e-09 0
locus525 20 2 103 1.21300317714114e-09 0
locus526 92 1 167 7.41157486898936e-10 0
locus526 26 2 167 7.41157486898936e-10 0
locus527 40 1 63 1.42378887404808e-09 0
locus527 14 2 63 1.42378887404808e-09 0
locus528 68 1 105 1.14848028436249e-09 0
locus528 22 2 105 1.14848028436249e-09 0
locus529 84 1 106 1.28909906159579e-09 0
locus529 26 2 106 1.28909906159579e-09 0
locus530 90 1 120 1.46223094047701e-09 0
locus530 26 2 120 1.46223094047701e-09 0
locus531 90 1 80 4.48560151395144e-11 0
locus531 16 2 80 4.48560151395144e-11 0
locus532 92 1 101 4.53466512217414e-10 0
locus532 24 2 101 4.53466512217414e-10 0
locus533 78 1 92 9.41080189286249e-10 0
locus533 30 2 92 9.41080189286249e-10 0
locus534 94 1 81 9.30014548360477e-10 0
locus534 22 2 81 9.30014548360477e-10 0
locus535 90 1 154 5.25366886669486e-10 0
locus535 30 2 154 5.25366886669486e-10 0
locus536 88 1 175 2.75607299139239e-10 0
locus536 22 2 175 2.75607299139239e-10 0
locus537 84 1 124 6.24928477718385e-10 0
locus537 30 2 124 6.24928477718385e-10 0
locus538 82 1 102 2.46637332309491e-09 0
locus538 26 2 102 2.46637332309491e-09 0
locus539 58 1 79 6.66954562305874e-10 0
locus539 22 2 79 6.66954562305874e-10 0
locus540 102 1 89 1.58789215212176e-09 0
locus540 30 2 89 1.58789215212176e-09 0
locus541 76 1 140 1.87745717321449e-09 0
locus541 26 2 140 1.87745717321449e-09 0
locus542 82 1 94 3.15039678387022e-10 0
locus542 24 2 94 3.15039678387022e-10 0
locus543 106 1 98 5.48337155484251e-10 0
locus543 18 2 98 5.48337155484251e-10 0
locus544 74 1 101 6.00402205757793e-10 0
locus544 26 2 101 6.00402205757793e-10 0
locus545 74 1 98 7.81236680124769e-10 0
locus545 26 2 98 7.81236680124769e-10 0
locus546 66 1 21 1.87520801407012e-09 0
locus546 12 2 21 1.87520801407012e-09 0
locus547 86 1 94 7.88409455267166e-11 0
locus547 32 2 94 7.88409455267166e-11 0
locus548 84 1 105 1.83309090331314e-10 0
locus548 24 2 105 1.83309090331314e-10 0
locus549 70 1 141 2.31981384968599e-09 0
locus549 24 2 141 2.31981384968599e-09 0
locus550 96 1 114 9.53031601413055e-10 0
locus550 22 2 114 9.53031601413055e-10 0
locus551 82 1 83 1.40822860043035e-09 0
locus551 26 2 83 1.40822860043035e-09 0
locus552 98 1 117 2.70211537542317e-10 0
locus552 18 2 117 2.70211537542317e-10 0
locus553 100 1 119 2.05100049995099e-09 0
locus553 28 2 119 2.05100049995099e-09 0
locus554 64 1 96 1.55864531979138e-09 0
locus554 22 2 96 1.55864531979138e-09 0
locus555 86 1 104 9.53600700134598e-10 0
locus555 24 2 104 9.53600700134598e-10 0
locus556 94 1 159 7.38805628688961e-10 0
locus556 34 2 159 7.38805628688961e-10 0
locus557 48 1 36 1.13317389634064e-09 0
locus557 18 2 36 1.13317389634064e-09 0
locus558 66 1 75 8.00308234762504e-10 0
locus558 18 2 75 8.00308234762504e-10 0
locus559 92 1 119 1.2468438712448e-09 0
locus559 20 2 119 1.2468438712448e-09 0
locus560 70 1 96 1.45854626656057e-09 0
locus560 18 2 96 1.45854626656057e-09 0
locus561 62 1 106 1.38025244324118e-09 0
locus561 12 2 106 1.38025244324118e-09 0
locus562 68 1 95 1.13604510177009e-09 0
locus562 14 2 95 1.13604510177009e-09 0
locus563 66 1 61 9.45372402217804e-11 0
locus563 28 2 61 9.45372402217804e-11 0
locus564 84 1 82 2.92384862994733e-10 0
locus564 32 2 82 2.92384862994733e-10 0
locus565 90 1 134 3.72357159763751e-10 0
locus565 26 2 134 3.72357159763751e-10 0
locus566 92 1 129 1.68586763544158e-10 0
locus566 24 2 129 1.68586763544158e-10 0
locus567 70 1 49 7.03972509532394e-10 0
locus567 22 2 49 7.03972509532394e-10 0
locus568 66 1 86 6.31466702004451e-10 0
locus568 22 2 86 6.31466702004451e-10 0
locus569 94 1 190 4.53187370194137e-10 0
locus569 32 2 190 4.53187370194137e-10 0
locus570 74 1 101 1.67749725710617e-09 0
locus570 24 2 101 1.67749725710617e-09 0
locus571 70 1 131 1.98985891357451e-10 0
locus571 24 2 131 1.98985891357451e-10 0
locus572 80 1 164 1.23869068326036e-09 0
locus572 30 2 164 1.23869068326036e-09 0
locus573 32 1 238 9.82947533433045e-10 0
locus573 12 2 238 9.82947533433045e-10 0
locus574 82 1 86 1.1423372626176e-09 0
locus574 22 2 86 1.1423372626176e-09 0
locus575 72 1 91 1.24714174687015e-09 0
locus575 14 2 91 1.24714174687015e-09 0
locus576 102 1 95 3.51087854728305e-10 0
locus576 26 2 95 3.51087854728305e-10 0
locus577 92 1 81 3.54440039999995e-10 0
locus577 16 2 81 3.54440039999995e-10 0
locus578 74 1 86 3.18220527440206e-10 0
locus578 26 2 86 3.18220527440206e-10 0
locus579 80 1 140 1.85822056907577e-09 0
locus579 18 2 140 1.85822056907577e-09 0
locus580 52 1 89 3.75869703218466e-11 0
locus580 26 2 89 3.75869703218466e-11 0
locus581 88 1 85 1.1202602433731e-09 0
locus581 18 2 85 1.1202602433731e-09 0
locus582 80 1 79 5.14201264116847e-10 0
locus582 24 2 79 5.14201264116847e-10 0
locus583 84 1 104 6.60566625304949e-10 0
locus583 26 2 104 6.60566625304949e-10 0
locus584 70 1 126 4.4885327720402e-10 0
locus584 28 2 126 4.4885327720402e-10 0
locus585 96 1 76 6.22618866515708e-10 0
locus585 28 2 76 6.22618866515708e-10 0
locus586 74 1 80 9.89625898142757e-10 0
locus586 24 2 80 9.89625898142757e-10 0
locus587 80 1 114 1.58606896583536e-09 0
locus587 28 2 114 1.58606896583536e-09 0
locus588 90 1 117 1.11158613374677e-09 0
locus588 18 2 117 1.11158613374677e-09 0
locus589 66 1 88 1.43873974741724e-09 0
locus589 18 2 88 1.43873974741724e-09 0
locus590 64 1 125 1.23645729243448e-09 0
locus590 26 2 125 1.23645729243448e-09 0
locus591 98 1 132 5.38972656779499e-10 0
locus591 32 2 132 5.38972656779499e-10 0
locus592 86 1 88 6.29129745011869e-10 0
locus592 26 2 88 6.29129745011869e-10 0
locus593 78 1 91 4.83055697506958e-10 0
locus593 20 2 91 4.83055697506958e-10 0
locus594 80 1 107 1.59649014947132e-09 0
locus594 30 2 107 1.59649014947132e-09 0
locus595 64 1 100 1.49373961396683e-09 0
locus595 22 2 100 1.49373961396683e-09 0
locus596 68 1 85 4.28353374524448e-10 0
locus596 18 2 85 4.28353374524448e-10 0
locus597 86 1 94 2.82334522699705e-10 0
locus597 26 2 94 2.82334522699705e-10 0
locus598 74 1 65 1.61391774267457e-09 0
locus598 24 2 65 1.61391774267457e-09 0
locus599 100 1 104 6.43818107020706e-10 0
locus599 28 2 104 6.43818107020706e-10 0
locus600 84 1 117 1.39024833652315e-09 0
locus600 26 2 117 1.39024833652315e-09 0
locus601 50 1 64 2.52745612508955e-10 0
locus601 10 2 64 2.52745612508955e-10 0
locus602 84 1 100 4.79624118511523e-10 0
locus602 30 2 100 4.79624118511523e-10 0
locus603 72 1 108 1.47426528384759e-09 0
locus603 26 2 108 1.47426528384759e-09 0
locus604 68 1 95 2.56002877723332e-09 0
locus604 20 2 95 2.56002877723332e-09 0
locus605 94 1 116 2.74152674183834e-10 0
locus605 32 2 116 2.74152674183834e-10 0
locus606 90 1 183 4.37389207510285e-10 0
locus606 32 2 183 4.37389207510285e-10 0
locus607 84 1 101 4.64730699101564e-11 0
locus607 28 2 101 4.64730699101564e-11 0
locus608 72 1 88 2.66869912170447e-10 0
